game_id,game_date,season,away,home,away_score,home_score,status,stadium
20250704-Tohoku_Rakuten_Golden_Eagles-Hokkaido_Nippon-Ham_Fighters,2025-07-04 18:00:00,2025,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,1.0,7.0,Final,エスコンＦ
20250704-Tokyo_Yakult_Swallows-Chunichi_Dragons,2025-07-04 18:00:00,2025,Tokyo Yakult Swallows,Chunichi Dragons,1.0,2.0,Final,バンテリンドーム
20250705-Tohoku_Rakuten_Golden_Eagles-Hokkaido_Nippon-Ham_Fighters,2025-07-05 14:00:00,2025,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,1.0,12.0,Final,エスコンＦ
20250705-Tokyo_Yakult_Swallows-Chunichi_Dragons,2025-07-05 14:00:00,2025,Tokyo Yakult Swallows,Chunichi Dragons,6.0,4.0,Final,バンテリンドーム
20250705-Chiba_Lotte_Marines-Orix_Buffaloes,2025-07-05 18:00:00,2025,Chiba Lotte Marines,Orix Buffaloes,8.0,2.0,Final,ほっと神戸
20250705-Hanshin_Tigers-Yokohama_DeNA_BayStars,2025-07-05 18:00:00,2025,Hanshin Tigers,Yokohama DeNA BayStars,3.0,0.0,Final,横 浜
20250705-Hiroshima_Toyo_Carp-Yomiuri_Giants,2025-07-05 18:00:00,2025,Hiroshima Toyo Carp,Yomiuri Giants,0.0,0.0,Final,東京ドーム
20250705-Saitama_Seibu_Lions-Fukuoka_SoftBank_Hawks,2025-07-05 18:00:00,2025,Saitama Seibu Lions,Fukuoka SoftBank Hawks,3.0,4.0,Final,みずほPayPay
20250706-Saitama_Seibu_Lions-Fukuoka_SoftBank_Hawks,2025-07-06 13:00:00,2025,Saitama Seibu Lions,Fukuoka SoftBank Hawks,1.0,3.0,Final,みずほPayPay
20250706-Tohoku_Rakuten_Golden_Eagles-Hokkaido_Nippon-Ham_Fighters,2025-07-06 13:00:00,2025,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,6.0,8.0,Final,エスコンＦ
20250706-Tokyo_Yakult_Swallows-Chunichi_Dragons,2025-07-06 13:30:00,2025,Tokyo Yakult Swallows,Chunichi Dragons,5.0,4.0,Final,バンテリンドーム
20250706-Chiba_Lotte_Marines-Orix_Buffaloes,2025-07-06 14:00:00,2025,Chiba Lotte Marines,Orix Buffaloes,1.0,4.0,Final,京セラD大阪
20250706-Hiroshima_Toyo_Carp-Yomiuri_Giants,2025-07-06 14:00:00,2025,Hiroshima Toyo Carp,Yomiuri Giants,3.0,2.0,Final,東京ドーム
20250706-Hanshin_Tigers-Yokohama_DeNA_BayStars,2025-07-06 18:00:00,2025,Hanshin Tigers,Yokohama DeNA BayStars,5.0,1.0,Final,横 浜
20250708-Chunichi_Dragons-Yomiuri_Giants,2025-07-08 18:00:00,2025,Chunichi Dragons,Yomiuri Giants,4.0,5.0,Final,山 形
20250708-Fukuoka_SoftBank_Hawks-Orix_Buffaloes,2025-07-08 18:00:00,2025,Fukuoka SoftBank Hawks,Orix Buffaloes,9.0,1.0,Final,京セラD大阪
20250708-Hanshin_Tigers-Hiroshima_Toyo_Carp,2025-07-08 18:00:00,2025,Hanshin Tigers,Hiroshima Toyo Carp,6.0,1.0,Final,マツダスタジアム
20250708-Hokkaido_Nippon-Ham_Fighters-Chiba_Lotte_Marines,2025-07-08 18:00:00,2025,Hokkaido Nippon-Ham Fighters,Chiba Lotte Marines,5.0,4.0,Final,ZOZOマリン
20250708-Tohoku_Rakuten_Golden_Eagles-Saitama_Seibu_Lions,2025-07-08 18:00:00,2025,Tohoku Rakuten Golden Eagles,Saitama Seibu Lions,7.0,2.0,Final,ベルーナドーム
20250708-Yokohama_DeNA_BayStars-Tokyo_Yakult_Swallows,2025-07-08 18:00:00,2025,Yokohama DeNA BayStars,Tokyo Yakult Swallows,4.0,0.0,Final,神 宮
20250709-Chunichi_Dragons-Yomiuri_Giants,2025-07-09 18:00:00,2025,Chunichi Dragons,Yomiuri Giants,3.0,2.0,Final,福 島
20250709-Fukuoka_SoftBank_Hawks-Orix_Buffaloes,2025-07-09 18:00:00,2025,Fukuoka SoftBank Hawks,Orix Buffaloes,1.0,0.0,Final,京セラD大阪
20250709-Hanshin_Tigers-Hiroshima_Toyo_Carp,2025-07-09 18:00:00,2025,Hanshin Tigers,Hiroshima Toyo Carp,3.0,1.0,Final,マツダスタジアム
20250709-Hokkaido_Nippon-Ham_Fighters-Chiba_Lotte_Marines,2025-07-09 18:00:00,2025,Hokkaido Nippon-Ham Fighters,Chiba Lotte Marines,13.0,1.0,Final,ZOZOマリン
20250709-Tohoku_Rakuten_Golden_Eagles-Saitama_Seibu_Lions,2025-07-09 18:00:00,2025,Tohoku Rakuten Golden Eagles,Saitama Seibu Lions,2.0,0.0,Final,ベルーナドーム
20250709-Yokohama_DeNA_BayStars-Tokyo_Yakult_Swallows,2025-07-09 18:00:00,2025,Yokohama DeNA BayStars,Tokyo Yakult Swallows,4.0,4.0,Final,神 宮
20250710-Fukuoka_SoftBank_Hawks-Orix_Buffaloes,2025-07-10 18:00:00,2025,Fukuoka SoftBank Hawks,Orix Buffaloes,0.0,4.0,Final,京セラD大阪
20250710-Hanshin_Tigers-Hiroshima_Toyo_Carp,2025-07-10 18:00:00,2025,Hanshin Tigers,Hiroshima Toyo Carp,6.0,3.0,Final,マツダスタジアム
20250710-Tohoku_Rakuten_Golden_Eagles-Saitama_Seibu_Lions,2025-07-10 18:00:00,2025,Tohoku Rakuten Golden Eagles,Saitama Seibu Lions,1.0,5.0,Final,ベルーナドーム
20250711-Fukuoka_SoftBank_Hawks-Tohoku_Rakuten_Golden_Eagles,2025-07-11 18:00:00,2025,Fukuoka SoftBank Hawks,Tohoku Rakuten Golden Eagles,0.0,3.0,Final,楽天モバイル
20250711-Hiroshima_Toyo_Carp-Chunichi_Dragons,2025-07-11 18:00:00,2025,Hiroshima Toyo Carp,Chunichi Dragons,1.0,2.0,Final,バンテリンドーム
20250711-Orix_Buffaloes-Hokkaido_Nippon-Ham_Fighters,2025-07-11 18:00:00,2025,Orix Buffaloes,Hokkaido Nippon-Ham Fighters,6.0,0.0,Final,エスコンＦ
20250711-Saitama_Seibu_Lions-Chiba_Lotte_Marines,2025-07-11 18:00:00,2025,Saitama Seibu Lions,Chiba Lotte Marines,2.0,2.0,Final,ZOZOマリン
20250711-Tokyo_Yakult_Swallows-Hanshin_Tigers,2025-07-11 18:00:00,2025,Tokyo Yakult Swallows,Hanshin Tigers,6.0,3.0,Final,甲子園
20250711-Yomiuri_Giants-Yokohama_DeNA_BayStars,2025-07-11 18:00:00,2025,Yomiuri Giants,Yokohama DeNA BayStars,2.0,1.0,Final,横 浜
20250712-Hiroshima_Toyo_Carp-Chunichi_Dragons,2025-07-12 14:00:00,2025,Hiroshima Toyo Carp,Chunichi Dragons,1.0,7.0,Final,バンテリンドーム
20250712-Orix_Buffaloes-Hokkaido_Nippon-Ham_Fighters,2025-07-12 14:00:00,2025,Orix Buffaloes,Hokkaido Nippon-Ham Fighters,3.0,7.0,Final,エスコンＦ
20250712-Fukuoka_SoftBank_Hawks-Tohoku_Rakuten_Golden_Eagles,2025-07-12 16:00:00,2025,Fukuoka SoftBank Hawks,Tohoku Rakuten Golden Eagles,0.0,7.0,Final,楽天モバイル
20250712-Saitama_Seibu_Lions-Chiba_Lotte_Marines,2025-07-12 18:00:00,2025,Saitama Seibu Lions,Chiba Lotte Marines,5.0,1.0,Final,ZOZOマリン
20250712-Tokyo_Yakult_Swallows-Hanshin_Tigers,2025-07-12 18:00:00,2025,Tokyo Yakult Swallows,Hanshin Tigers,2.0,5.0,Final,甲子園
20250712-Yomiuri_Giants-Yokohama_DeNA_BayStars,2025-07-12 18:00:00,2025,Yomiuri Giants,Yokohama DeNA BayStars,3.0,0.0,Final,横 浜
20250713-Fukuoka_SoftBank_Hawks-Tohoku_Rakuten_Golden_Eagles,2025-07-13 13:00:00,2025,Fukuoka SoftBank Hawks,Tohoku Rakuten Golden Eagles,5.0,3.0,Final,楽天モバイル
20250713-Orix_Buffaloes-Hokkaido_Nippon-Ham_Fighters,2025-07-13 13:00:00,2025,Orix Buffaloes,Hokkaido Nippon-Ham Fighters,0.0,4.0,Final,エスコンＦ
20250713-Hiroshima_Toyo_Carp-Chunichi_Dragons,2025-07-13 13:30:00,2025,Hiroshima Toyo Carp,Chunichi Dragons,2.0,3.0,Final,バンテリンドーム
20250713-Saitama_Seibu_Lions-Chiba_Lotte_Marines,2025-07-13 17:00:00,2025,Saitama Seibu Lions,Chiba Lotte Marines,1.0,5.0,Final,ZOZOマリン
20250713-Tokyo_Yakult_Swallows-Hanshin_Tigers,2025-07-13 18:00:00,2025,Tokyo Yakult Swallows,Hanshin Tigers,1.0,2.0,Final,甲子園
20250713-Yomiuri_Giants-Yokohama_DeNA_BayStars,2025-07-13 18:00:00,2025,Yomiuri Giants,Yokohama DeNA BayStars,3.0,4.0,Final,横 浜
20250714-Hokkaido_Nippon-Ham_Fighters-Saitama_Seibu_Lions,2025-07-14 18:00:00,2025,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,2.0,1.0,Final,東京ドーム
20250715-Chiba_Lotte_Marines-Fukuoka_SoftBank_Hawks,2025-07-15 18:00:00,2025,Chiba Lotte Marines,Fukuoka SoftBank Hawks,2.0,10.0,Final,みずほPayPay
20250715-Chunichi_Dragons-Hanshin_Tigers,2025-07-15 18:00:00,2025,Chunichi Dragons,Hanshin Tigers,3.0,2.0,Final,甲子園
20250715-Tohoku_Rakuten_Golden_Eagles-Orix_Buffaloes,2025-07-15 18:00:00,2025,Tohoku Rakuten Golden Eagles,Orix Buffaloes,7.0,6.0,Final,京セラD大阪
20250715-Yokohama_DeNA_BayStars-Hiroshima_Toyo_Carp,2025-07-15 18:00:00,2025,Yokohama DeNA BayStars,Hiroshima Toyo Carp,1.0,0.0,Final,マツダスタジアム
20250715-Yomiuri_Giants-Tokyo_Yakult_Swallows,2025-07-15 18:00:00,2025,Yomiuri Giants,Tokyo Yakult Swallows,,,Postponed,静 岡
20250716-Chiba_Lotte_Marines-Fukuoka_SoftBank_Hawks,2025-07-16 18:00:00,2025,Chiba Lotte Marines,Fukuoka SoftBank Hawks,0.0,6.0,Final,みずほPayPay
20250716-Chunichi_Dragons-Hanshin_Tigers,2025-07-16 18:00:00,2025,Chunichi Dragons,Hanshin Tigers,6.0,0.0,Final,甲子園
20250716-Hokkaido_Nippon-Ham_Fighters-Saitama_Seibu_Lions,2025-07-16 18:00:00,2025,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,10.0,1.0,Final,ベルーナドーム
20250716-Tohoku_Rakuten_Golden_Eagles-Orix_Buffaloes,2025-07-16 18:00:00,2025,Tohoku Rakuten Golden Eagles,Orix Buffaloes,0.0,1.0,Final,京セラD大阪
20250716-Yokohama_DeNA_BayStars-Hiroshima_Toyo_Carp,2025-07-16 18:00:00,2025,Yokohama DeNA BayStars,Hiroshima Toyo Carp,3.0,4.0,Final,マツダスタジアム
20250717-Chiba_Lotte_Marines-Fukuoka_SoftBank_Hawks,2025-07-17 18:00:00,2025,Chiba Lotte Marines,Fukuoka SoftBank Hawks,2.0,2.0,Final,北九州
20250717-Chunichi_Dragons-Hanshin_Tigers,2025-07-17 18:00:00,2025,Chunichi Dragons,Hanshin Tigers,,,Postponed,甲子園
20250717-Hokkaido_Nippon-Ham_Fighters-Saitama_Seibu_Lions,2025-07-17 18:00:00,2025,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,3.0,4.0,Final,ベルーナドーム
20250717-Tohoku_Rakuten_Golden_Eagles-Orix_Buffaloes,2025-07-17 18:00:00,2025,Tohoku Rakuten Golden Eagles,Orix Buffaloes,,,Postponed,ほっと神戸
20250717-Yokohama_DeNA_BayStars-Hiroshima_Toyo_Carp,2025-07-17 18:00:00,2025,Yokohama DeNA BayStars,Hiroshima Toyo Carp,1.0,1.0,Final,マツダスタジアム
20250717-Yomiuri_Giants-Tokyo_Yakult_Swallows,2025-07-17 18:00:00,2025,Yomiuri Giants,Tokyo Yakult Swallows,2.0,3.0,Final,神 宮
20250718-Orix_Buffaloes-Chiba_Lotte_Marines,2025-07-18 18:00:00,2025,Orix Buffaloes,Chiba Lotte Marines,8.0,3.0,Final,ZOZOマリン
20250719-Hokkaido_Nippon-Ham_Fighters-Tohoku_Rakuten_Golden_Eagles,2025-07-19 14:00:00,2025,Hokkaido Nippon-Ham Fighters,Tohoku Rakuten Golden Eagles,5.0,2.0,Final,楽天モバイル
20250719-Yokohama_DeNA_BayStars-Chunichi_Dragons,2025-07-19 14:00:00,2025,Yokohama DeNA BayStars,Chunichi Dragons,2.0,7.0,Final,バンテリンドーム
20250719-Fukuoka_SoftBank_Hawks-Saitama_Seibu_Lions,2025-07-19 18:00:00,2025,Fukuoka SoftBank Hawks,Saitama Seibu Lions,4.0,0.0,Final,ベルーナドーム
20250719-Hanshin_Tigers-Yomiuri_Giants,2025-07-19 18:00:00,2025,Hanshin Tigers,Yomiuri Giants,4.0,0.0,Final,東京ドーム
20250719-Hiroshima_Toyo_Carp-Tokyo_Yakult_Swallows,2025-07-19 18:00:00,2025,Hiroshima Toyo Carp,Tokyo Yakult Swallows,1.0,3.0,Final,神 宮
20250719-Orix_Buffaloes-Chiba_Lotte_Marines,2025-07-19 18:00:00,2025,Orix Buffaloes,Chiba Lotte Marines,0.0,8.0,Final,ZOZOマリン
20250720-Hokkaido_Nippon-Ham_Fighters-Tohoku_Rakuten_Golden_Eagles,2025-07-20 13:00:00,2025,Hokkaido Nippon-Ham Fighters,Tohoku Rakuten Golden Eagles,4.0,2.0,Final,楽天モバイル
20250720-Yokohama_DeNA_BayStars-Chunichi_Dragons,2025-07-20 13:30:00,2025,Yokohama DeNA BayStars,Chunichi Dragons,5.0,3.0,Final,バンテリンドーム
20250720-Hanshin_Tigers-Yomiuri_Giants,2025-07-20 14:00:00,2025,Hanshin Tigers,Yomiuri Giants,2.0,1.0,Final,東京ドーム
20250720-Fukuoka_SoftBank_Hawks-Saitama_Seibu_Lions,2025-07-20 17:00:00,2025,Fukuoka SoftBank Hawks,Saitama Seibu Lions,7.0,3.0,Final,ベルーナドーム
20250720-Hiroshima_Toyo_Carp-Tokyo_Yakult_Swallows,2025-07-20 18:00:00,2025,Hiroshima Toyo Carp,Tokyo Yakult Swallows,7.0,8.0,Final,神 宮
20250720-Orix_Buffaloes-Chiba_Lotte_Marines,2025-07-20 18:00:00,2025,Orix Buffaloes,Chiba Lotte Marines,2.0,8.0,Final,ZOZOマリン
20250721-Hokkaido_Nippon-Ham_Fighters-Tohoku_Rakuten_Golden_Eagles,2025-07-21 13:00:00,2025,Hokkaido Nippon-Ham Fighters,Tohoku Rakuten Golden Eagles,2.0,0.0,Final,楽天モバイル
20250721-Hanshin_Tigers-Yomiuri_Giants,2025-07-21 14:00:00,2025,Hanshin Tigers,Yomiuri Giants,5.0,6.0,Final,東京ドーム
20250721-Yokohama_DeNA_BayStars-Chunichi_Dragons,2025-07-21 14:00:00,2025,Yokohama DeNA BayStars,Chunichi Dragons,1.0,0.0,Final,バンテリンドーム
20250721-Fukuoka_SoftBank_Hawks-Saitama_Seibu_Lions,2025-07-21 17:00:00,2025,Fukuoka SoftBank Hawks,Saitama Seibu Lions,4.0,1.0,Final,ベルーナドーム
20250721-Orix_Buffaloes-Chiba_Lotte_Marines,2025-07-21 17:00:00,2025,Orix Buffaloes,Chiba Lotte Marines,0.0,2.0,Final,ZOZOマリン
20250721-Hiroshima_Toyo_Carp-Tokyo_Yakult_Swallows,2025-07-21 18:00:00,2025,Hiroshima Toyo Carp,Tokyo Yakult Swallows,6.0,7.0,Final,神 宮
20250723-セ・リーグ-パ・リーグ,2025-07-23 18:30:00,2025,セ・リーグ,パ・リーグ,1.0,5.0,Final,京セラD大阪
20250724-パ・リーグ-セ・リーグ,2025-07-24 18:30:00,2025,パ・リーグ,セ・リーグ,10.0,7.0,Final,横 浜
20250726-Chiba_Lotte_Marines-Hokkaido_Nippon-Ham_Fighters,2025-07-26 18:00:00,2025,Chiba Lotte Marines,Hokkaido Nippon-Ham Fighters,0.0,5.0,Final,エスコンＦ
20250726-Chunichi_Dragons-Tokyo_Yakult_Swallows,2025-07-26 18:00:00,2025,Chunichi Dragons,Tokyo Yakult Swallows,1.0,2.0,Final,神 宮
20250726-Orix_Buffaloes-Fukuoka_SoftBank_Hawks,2025-07-26 18:00:00,2025,Orix Buffaloes,Fukuoka SoftBank Hawks,3.0,11.0,Final,みずほPayPay
20250726-Saitama_Seibu_Lions-Tohoku_Rakuten_Golden_Eagles,2025-07-26 18:00:00,2025,Saitama Seibu Lions,Tohoku Rakuten Golden Eagles,2.0,3.0,Final,楽天モバイル
20250726-Yokohama_DeNA_BayStars-Hanshin_Tigers,2025-07-26 18:00:00,2025,Yokohama DeNA BayStars,Hanshin Tigers,0.0,2.0,Final,甲子園
20250726-Yomiuri_Giants-Hiroshima_Toyo_Carp,2025-07-26 18:00:00,2025,Yomiuri Giants,Hiroshima Toyo Carp,5.0,1.0,Final,マツダスタジアム
20250727-Chiba_Lotte_Marines-Hokkaido_Nippon-Ham_Fighters,2025-07-27 14:00:00,2025,Chiba Lotte Marines,Hokkaido Nippon-Ham Fighters,5.0,4.0,Final,エスコンＦ
20250727-Orix_Buffaloes-Fukuoka_SoftBank_Hawks,2025-07-27 14:00:00,2025,Orix Buffaloes,Fukuoka SoftBank Hawks,1.0,3.0,Final,みずほPayPay
20250727-Saitama_Seibu_Lions-Tohoku_Rakuten_Golden_Eagles,2025-07-27 17:00:00,2025,Saitama Seibu Lions,Tohoku Rakuten Golden Eagles,1.0,4.0,Final,楽天モバイル
20250727-Chunichi_Dragons-Tokyo_Yakult_Swallows,2025-07-27 18:00:00,2025,Chunichi Dragons,Tokyo Yakult Swallows,2.0,3.0,Final,神 宮
20250727-Yokohama_DeNA_BayStars-Hanshin_Tigers,2025-07-27 18:00:00,2025,Yokohama DeNA BayStars,Hanshin Tigers,1.0,7.0,Final,甲子園
20250727-Yomiuri_Giants-Hiroshima_Toyo_Carp,2025-07-27 18:00:00,2025,Yomiuri Giants,Hiroshima Toyo Carp,6.0,5.0,Final,マツダスタジアム
20250729-Tokyo_Yakult_Swallows-Yokohama_DeNA_BayStars,2025-07-29 17:45:00,2025,Tokyo Yakult Swallows,Yokohama DeNA BayStars,5.0,1.0,Final,横 浜
20250729-Fukuoka_SoftBank_Hawks-Hokkaido_Nippon-Ham_Fighters,2025-07-29 18:00:00,2025,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,5.0,2.0,Final,エスコンＦ
20250729-Hiroshima_Toyo_Carp-Hanshin_Tigers,2025-07-29 18:00:00,2025,Hiroshima Toyo Carp,Hanshin Tigers,0.0,1.0,Final,甲子園
20250729-Saitama_Seibu_Lions-Orix_Buffaloes,2025-07-29 18:00:00,2025,Saitama Seibu Lions,Orix Buffaloes,3.0,2.0,Final,京セラD大阪
20250729-Tohoku_Rakuten_Golden_Eagles-Chiba_Lotte_Marines,2025-07-29 18:00:00,2025,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,2.0,1.0,Final,ZOZOマリン
20250729-Yomiuri_Giants-Chunichi_Dragons,2025-07-29 18:00:00,2025,Yomiuri Giants,Chunichi Dragons,5.0,8.0,Final,バンテリンドーム
20250730-Tokyo_Yakult_Swallows-Yokohama_DeNA_BayStars,2025-07-30 17:45:00,2025,Tokyo Yakult Swallows,Yokohama DeNA BayStars,2.0,1.0,Final,横 浜
20250730-Fukuoka_SoftBank_Hawks-Hokkaido_Nippon-Ham_Fighters,2025-07-30 18:00:00,2025,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,4.0,5.0,Final,エスコンＦ
20250730-Hiroshima_Toyo_Carp-Hanshin_Tigers,2025-07-30 18:00:00,2025,Hiroshima Toyo Carp,Hanshin Tigers,0.0,5.0,Final,甲子園
20250730-Saitama_Seibu_Lions-Orix_Buffaloes,2025-07-30 18:00:00,2025,Saitama Seibu Lions,Orix Buffaloes,4.0,6.0,Final,京セラD大阪
20250730-Tohoku_Rakuten_Golden_Eagles-Chiba_Lotte_Marines,2025-07-30 18:00:00,2025,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,8.0,5.0,Final,ZOZOマリン
20250730-Yomiuri_Giants-Chunichi_Dragons,2025-07-30 18:00:00,2025,Yomiuri Giants,Chunichi Dragons,2.0,0.0,Final,バンテリンドーム
20250731-Tokyo_Yakult_Swallows-Yokohama_DeNA_BayStars,2025-07-31 17:45:00,2025,Tokyo Yakult Swallows,Yokohama DeNA BayStars,1.0,14.0,Final,横 浜
20250731-Fukuoka_SoftBank_Hawks-Hokkaido_Nippon-Ham_Fighters,2025-07-31 18:00:00,2025,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,5.0,4.0,Final,エスコンＦ
20250731-Hiroshima_Toyo_Carp-Hanshin_Tigers,2025-07-31 18:00:00,2025,Hiroshima Toyo Carp,Hanshin Tigers,6.0,3.0,Final,甲子園
20250731-Saitama_Seibu_Lions-Orix_Buffaloes,2025-07-31 18:00:00,2025,Saitama Seibu Lions,Orix Buffaloes,2.0,6.0,Final,京セラD大阪
20250731-Yomiuri_Giants-Chunichi_Dragons,2025-07-31 18:00:00,2025,Yomiuri Giants,Chunichi Dragons,6.0,7.0,Final,バンテリンドーム
20250731-Tohoku_Rakuten_Golden_Eagles-Chiba_Lotte_Marines,2025-07-31 18:30:00,2025,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,6.0,5.0,Final,東京ドーム
20250801-Chiba_Lotte_Marines-Saitama_Seibu_Lions,2025-08-01 18:00:00,2025,Chiba Lotte Marines,Saitama Seibu Lions,2.0,11.0,Final,ベルーナドーム
20250801-Chunichi_Dragons-Hiroshima_Toyo_Carp,2025-08-01 18:00:00,2025,Chunichi Dragons,Hiroshima Toyo Carp,1.0,3.0,Final,マツダスタジアム
20250801-Hanshin_Tigers-Tokyo_Yakult_Swallows,2025-08-01 18:00:00,2025,Hanshin Tigers,Tokyo Yakult Swallows,3.0,2.0,Final,神 宮
20250801-Hokkaido_Nippon-Ham_Fighters-Orix_Buffaloes,2025-08-01 18:00:00,2025,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,2.0,4.0,Final,京セラD大阪
20250801-Tohoku_Rakuten_Golden_Eagles-Fukuoka_SoftBank_Hawks,2025-08-01 18:00:00,2025,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,1.0,3.0,Final,みずほPayPay
20250801-Yokohama_DeNA_BayStars-Yomiuri_Giants,2025-08-01 18:00:00,2025,Yokohama DeNA BayStars,Yomiuri Giants,7.0,2.0,Final,東京ドーム
20250802-Hokkaido_Nippon-Ham_Fighters-Orix_Buffaloes,2025-08-02 14:00:00,2025,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,7.0,1.0,Final,京セラD大阪
20250802-Tohoku_Rakuten_Golden_Eagles-Fukuoka_SoftBank_Hawks,2025-08-02 14:00:00,2025,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,2.0,5.0,Final,みずほPayPay
20250802-Yokohama_DeNA_BayStars-Yomiuri_Giants,2025-08-02 15:00:00,2025,Yokohama DeNA BayStars,Yomiuri Giants,7.0,4.0,Final,東京ドーム
20250802-Chiba_Lotte_Marines-Saitama_Seibu_Lions,2025-08-02 18:00:00,2025,Chiba Lotte Marines,Saitama Seibu Lions,5.0,5.0,Final,ベルーナドーム
20250802-Chunichi_Dragons-Hiroshima_Toyo_Carp,2025-08-02 18:00:00,2025,Chunichi Dragons,Hiroshima Toyo Carp,6.0,0.0,Final,マツダスタジアム
20250802-Hanshin_Tigers-Tokyo_Yakult_Swallows,2025-08-02 18:00:00,2025,Hanshin Tigers,Tokyo Yakult Swallows,5.0,1.0,Final,神 宮
20250803-Hokkaido_Nippon-Ham_Fighters-Orix_Buffaloes,2025-08-03 13:00:00,2025,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,9.0,0.0,Final,京セラD大阪
20250803-Tohoku_Rakuten_Golden_Eagles-Fukuoka_SoftBank_Hawks,2025-08-03 13:00:00,2025,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,1.0,8.0,Final,みずほPayPay
20250803-Yokohama_DeNA_BayStars-Yomiuri_Giants,2025-08-03 14:00:00,2025,Yokohama DeNA BayStars,Yomiuri Giants,3.0,4.0,Final,東京ドーム
20250803-Chiba_Lotte_Marines-Saitama_Seibu_Lions,2025-08-03 17:00:00,2025,Chiba Lotte Marines,Saitama Seibu Lions,2.0,1.0,Final,ベルーナドーム
20250803-Chunichi_Dragons-Hiroshima_Toyo_Carp,2025-08-03 18:00:00,2025,Chunichi Dragons,Hiroshima Toyo Carp,1.0,2.0,Final,マツダスタジアム
20250803-Hanshin_Tigers-Tokyo_Yakult_Swallows,2025-08-03 18:00:00,2025,Hanshin Tigers,Tokyo Yakult Swallows,1.0,8.0,Final,神 宮
20250805-Saitama_Seibu_Lions-Hokkaido_Nippon-Ham_Fighters,2025-08-05 14:00:00,2025,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,1.0,6.0,Final,エスコンＦ
20250805-Hiroshima_Toyo_Carp-Yokohama_DeNA_BayStars,2025-08-05 17:45:00,2025,Hiroshima Toyo Carp,Yokohama DeNA BayStars,4.0,5.0,Final,横 浜
20250805-Fukuoka_SoftBank_Hawks-Chiba_Lotte_Marines,2025-08-05 18:00:00,2025,Fukuoka SoftBank Hawks,Chiba Lotte Marines,3.0,6.0,Final,ZOZOマリン
20250805-Hanshin_Tigers-Chunichi_Dragons,2025-08-05 18:00:00,2025,Hanshin Tigers,Chunichi Dragons,6.0,2.0,Final,バンテリンドーム
20250805-Orix_Buffaloes-Tohoku_Rakuten_Golden_Eagles,2025-08-05 18:00:00,2025,Orix Buffaloes,Tohoku Rakuten Golden Eagles,0.0,1.0,Final,楽天モバイル
20250805-Tokyo_Yakult_Swallows-Yomiuri_Giants,2025-08-05 18:00:00,2025,Tokyo Yakult Swallows,Yomiuri Giants,2.0,5.0,Final,東京ドーム
20250806-Saitama_Seibu_Lions-Hokkaido_Nippon-Ham_Fighters,2025-08-06 14:00:00,2025,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,0.0,4.0,Final,エスコンＦ
20250806-Hiroshima_Toyo_Carp-Yokohama_DeNA_BayStars,2025-08-06 17:45:00,2025,Hiroshima Toyo Carp,Yokohama DeNA BayStars,8.0,5.0,Final,横 浜
20250806-Fukuoka_SoftBank_Hawks-Chiba_Lotte_Marines,2025-08-06 18:00:00,2025,Fukuoka SoftBank Hawks,Chiba Lotte Marines,12.0,3.0,Final,ZOZOマリン
20250806-Hanshin_Tigers-Chunichi_Dragons,2025-08-06 18:00:00,2025,Hanshin Tigers,Chunichi Dragons,3.0,2.0,Final,バンテリンドーム
20250806-Orix_Buffaloes-Tohoku_Rakuten_Golden_Eagles,2025-08-06 18:00:00,2025,Orix Buffaloes,Tohoku Rakuten Golden Eagles,1.0,2.0,Final,楽天モバイル
20250806-Tokyo_Yakult_Swallows-Yomiuri_Giants,2025-08-06 18:00:00,2025,Tokyo Yakult Swallows,Yomiuri Giants,0.0,2.0,Final,東京ドーム
20250807-Saitama_Seibu_Lions-Hokkaido_Nippon-Ham_Fighters,2025-08-07 14:00:00,2025,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,2.0,0.0,Final,エスコンＦ
20250807-Hiroshima_Toyo_Carp-Yokohama_DeNA_BayStars,2025-08-07 17:45:00,2025,Hiroshima Toyo Carp,Yokohama DeNA BayStars,5.0,9.0,Final,横 浜
